driverId,p_podium,p_points,p_out,expected_position,dnf_rate_sim,position,grid,actual,year,round,actual_podium,actual_points,actual_out,p_podium_gr,p_points_gr,p_out_gr,p_podium_oh,p_points_oh,p_out_oh
hadjar,0.004,0.2755,0.7205,12.837,0.148,10,14,2,2025,5,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.16,0.607,0.233,8.168,0.145,7,7,2,2025,5,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hulkenberg,0.0,0.066,0.934,15.181,0.166,15,18,3,2025,5,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
lawson,0.0135,0.434,0.5525,11.6345,0.1545,12,12,3,2025,5,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.3685,0.4495,0.182,6.6415,0.1655,3,4,1,2025,5,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.6315,0.217,0.1515,4.965,0.1465,2,1,1,2025,5,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.0375,0.559,0.4035,10.317,0.153,4,10,2,2025,5,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.0,0.0435,0.9565,15.5275,0.1505,14,19,3,2025,5,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
piastri,0.5465,0.2865,0.167,5.7015,0.1635,1,2,1,2025,5,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
russell,0.484,0.3785,0.1375,5.5785,0.13,5,3,2,2025,5,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
sainz,0.2215,0.565,0.2135,7.656,0.1565,8,6,2,2025,5,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
stroll,0.001,0.134,0.865,14.1305,0.1525,16,16,3,2025,5,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.109,0.6335,0.2575,8.674,0.1385,19,8,3,2025,5,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
albon,0.14,0.6345,0.2255,8.1155,0.1455,5,7,2,2025,6,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
alonso,0.0,0.1055,0.8945,14.5195,0.1505,15,17,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
antonelli,0.48,0.3655,0.1545,5.822,0.147,6,3,2,2025,6,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
bearman,0.0,0.047,0.953,15.592,0.1595,19,19,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bortoleto,0.01,0.3295,0.6605,12.389,0.1575,18,13,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
doohan,0.0035,0.2895,0.707,12.6875,0.1425,20,14,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.0,0.028,0.972,16.0365,0.1565,13,20,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hadjar,0.03,0.5115,0.4585,10.7405,0.154,11,11,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.013,0.414,0.573,11.7245,0.1575,8,12,2,2025,6,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hulkenberg,0.0,0.151,0.849,13.935,0.141,14,16,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
lawson,0.001,0.2185,0.7805,13.4235,0.1495,17,15,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.1025,0.61,0.2875,9.0795,0.1675,7,8,2,2025,6,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.63,0.2005,0.1695,5.264,0.166,4,1,2,2025,6,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.565,0.2785,0.1565,5.3935,0.149,2,2,1,2025,6,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
ocon,0.0735,0.6225,0.304,9.2825,0.1395,12,9,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
piastri,0.3825,0.444,0.1735,6.538,0.157,1,4,1,2025,6,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
russell,0.307,0.515,0.178,6.919,0.146,3,5,1,2025,6,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.21,0.6065,0.1835,7.397,0.136,9,6,2,2025,6,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
stroll,0.0005,0.0725,0.927,15.0005,0.1535,16,18,3,2025,6,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.0515,0.556,0.3925,10.1405,0.152,10,10,2,2025,6,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
albon,0.163,0.6125,0.2245,8.077,0.1425,5,7,2,2025,7,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
alonso,0.3075,0.5115,0.181,6.9235,0.1535,11,5,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
antonelli,0.011,0.346,0.643,12.251,0.156,19,13,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bearman,0.0,0.0405,0.9595,15.5435,0.144,17,19,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bortoleto,0.0035,0.2605,0.736,12.913,0.1485,18,14,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
colapinto,0.002,0.1545,0.8435,14.0045,0.1475,16,16,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.044,0.561,0.395,10.154,0.1465,13,10,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hadjar,0.0635,0.6125,0.324,9.542,0.148,9,9,2,2025,7,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hamilton,0.0155,0.4435,0.541,11.4175,0.1425,4,12,2,2025,7,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hulkenberg,0.0005,0.105,0.8945,14.52,0.144,12,17,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
lawson,0.0015,0.231,0.7675,13.331,0.146,14,15,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.0265,0.4995,0.474,10.8405,0.142,6,11,2,2025,7,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
max_verstappen,0.565,0.288,0.147,5.3,0.142,1,2,1,2025,7,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.371,0.4485,0.1805,6.6065,0.163,2,4,1,2025,7,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.0,0.0745,0.9255,15.1045,0.156,20,18,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
piastri,0.623,0.222,0.155,5.1245,0.152,3,1,1,2025,7,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
russell,0.4885,0.3655,0.146,5.695,0.135,7,3,2,2025,7,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
sainz,0.2125,0.571,0.2165,7.793,0.166,8,6,2,2025,7,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
stroll,0.1015,0.6295,0.269,8.877,0.1535,15,8,3,2025,7,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
tsunoda,0.0,0.023,0.977,15.982,0.1375,10,20,2,2025,7,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.047,0.5705,0.3825,10.1385,0.159,9,10,2,2025,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
alonso,0.2275,0.5755,0.197,7.525,0.1515,19,6,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
antonelli,0.004,0.2105,0.7855,13.3355,0.144,18,15,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bearman,0.0,0.026,0.974,15.823,0.1495,12,20,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bortoleto,0.001,0.1615,0.8375,13.9295,0.148,14,16,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
colapinto,0.0005,0.074,0.9255,15.0685,0.1595,13,18,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.0005,0.1115,0.888,14.473,0.147,20,17,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hadjar,0.294,0.5135,0.1925,7.067,0.1615,6,5,2,2025,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hamilton,0.16,0.607,0.233,8.2375,0.157,5,7,2,2025,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hulkenberg,0.0085,0.3515,0.64,12.2415,0.161,16,13,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
lawson,0.063,0.592,0.345,9.687,0.1695,8,9,2,2025,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
leclerc,0.559,0.2845,0.1565,5.483,0.1525,2,2,1,2025,8,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
max_verstappen,0.388,0.439,0.173,6.4825,0.157,4,4,2,2025,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
norris,0.637,0.2,0.163,5.167,0.161,1,1,1,2025,8,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
ocon,0.1005,0.624,0.2755,8.797,0.149,7,8,2,2025,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
piastri,0.461,0.3805,0.1585,5.925,0.151,3,3,1,2025,8,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
russell,0.0045,0.29,0.7055,12.774,0.16,11,14,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
sainz,0.03,0.503,0.467,10.774,0.1475,10,11,2,2025,8,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
stroll,0.0005,0.053,0.9465,15.472,0.1495,15,19,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.0135,0.4325,0.554,11.5995,0.162,17,12,3,2025,8,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.0265,0.512,0.4615,10.6445,0.159,19,11,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
alonso,0.0455,0.563,0.3915,9.9895,0.16,9,10,2,2025,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
antonelli,0.2075,0.5785,0.214,7.607,0.157,18,6,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bearman,0.0075,0.271,0.7215,12.6285,0.1535,17,14,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bortoleto,0.0155,0.467,0.5175,11.074,0.1385,12,12,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
colapinto,0.0005,0.07,0.9295,14.659,0.151,15,18,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.1105,0.635,0.2545,8.478,0.142,8,8,2,2025,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hadjar,0.0715,0.6115,0.317,9.3315,0.154,7,9,2,2025,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hamilton,0.2905,0.524,0.1855,6.955,0.159,6,5,2,2025,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hulkenberg,0.003,0.2,0.797,13.1885,0.167,5,15,2,2025,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
lawson,0.008,0.3685,0.6235,11.8755,0.1505,11,13,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.1595,0.6205,0.22,8.013,0.149,3,7,1,2025,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.456,0.369,0.175,5.9475,0.167,10,3,2,2025,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.566,0.2645,0.1695,5.411,0.1615,2,2,1,2025,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
ocon,0.001,0.1515,0.8475,13.708,0.156,16,16,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
piastri,0.6295,0.2125,0.158,4.979,0.1565,1,1,1,2025,9,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
russell,0.401,0.4235,0.1755,6.28,0.1625,4,4,2,2025,9,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.0005,0.1105,0.889,14.2035,0.148,14,17,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.0,0.0475,0.9525,15.027,0.145,13,19,3,2025,9,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.0715,0.6095,0.319,9.4635,0.147,20,9,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
alonso,0.229,0.5795,0.1915,7.445,0.147,7,6,2,2025,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
antonelli,0.3915,0.4495,0.159,6.218,0.1365,3,4,1,2025,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bearman,0.0075,0.3455,0.647,12.271,0.1655,11,13,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bortoleto,0.0025,0.207,0.7905,13.4325,0.158,14,15,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
colapinto,0.0355,0.5645,0.4,10.3785,0.17,13,10,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
gasly,0.0,0.024,0.976,15.9715,0.152,15,20,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hadjar,0.0155,0.433,0.5515,11.621,0.1605,16,12,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.3035,0.5215,0.175,6.832,0.1405,6,5,2,2025,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hulkenberg,0.025,0.5165,0.4585,10.84,0.152,8,11,2,2025,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
lawson,0.0,0.045,0.955,15.5865,0.145,19,19,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
leclerc,0.0935,0.6265,0.28,8.9455,0.1545,5,8,2,2025,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
max_verstappen,0.573,0.285,0.142,5.207,0.1375,2,2,1,2025,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
norris,0.168,0.6015,0.2305,8.1905,0.1565,18,7,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
ocon,0.0065,0.2585,0.735,12.8885,0.151,9,14,2,2025,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
piastri,0.447,0.384,0.169,6.0675,0.1575,4,3,2,2025,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
russell,0.629,0.216,0.155,5.0455,0.153,1,1,1,2025,10,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
sainz,0.001,0.152,0.847,13.992,0.147,10,16,2,2025,10,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
stroll,0.0,0.111,0.889,14.5165,0.1515,17,17,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
tsunoda,0.0005,0.07,0.9295,15.0875,0.154,12,18,3,2025,10,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
albon,0.0175,0.4355,0.547,11.3465,0.1385,17,12,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
alonso,0.027,0.5005,0.4725,10.771,0.143,7,11,2,2025,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
antonelli,0.0735,0.607,0.3195,9.4585,0.1455,19,9,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
bearman,0.003,0.2,0.797,13.396,0.1445,11,15,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
bortoleto,0.1195,0.606,0.2745,8.8315,0.1495,8,8,2,2025,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
colapinto,0.0055,0.289,0.7055,12.786,0.1555,15,14,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
gasly,0.0395,0.5495,0.411,10.3125,0.157,13,10,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hadjar,0.013,0.3725,0.6145,12.0635,0.154,12,13,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
hamilton,0.354,0.4705,0.1755,6.635,0.162,4,4,2,2025,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
hulkenberg,0.0,0.032,0.968,15.948,0.155,9,20,2,2025,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
lawson,0.229,0.56,0.211,7.6115,0.162,6,6,2,2025,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
leclerc,0.534,0.3025,0.1635,5.5885,0.157,3,2,1,2025,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
max_verstappen,0.152,0.616,0.232,8.308,0.154,18,7,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
norris,0.6465,0.207,0.1465,4.8335,0.142,1,1,1,2025,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
ocon,0.0005,0.1105,0.889,14.646,0.163,10,17,2,2025,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
piastri,0.4775,0.353,0.1695,6.048,0.162,2,3,1,2025,11,1.0,0.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,0.9999980000040002,9.99998000004e-07,9.99998000004e-07
russell,0.307,0.5185,0.1745,6.865,0.1475,5,5,2,2025,11,0.0,1.0,0.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.99998000004e-07,0.9999980000040002,9.99998000004e-07
sainz,0.0,0.046,0.954,15.5645,0.152,20,19,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
stroll,0.001,0.155,0.844,13.929,0.145,14,16,3,2025,11,0.0,0.0,1.0,0.15008675534991325,0.35020242914979755,0.4997108155002892,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
